OBJECTID,BLOCKNUM,BLOCKTXT,Total_FullTime_Jobs,Total_PartTime_Jobs,Total_Jobs,Businesses,Internal_FloorArea,PERIMETER,Shape__Area,Shape__Length
1100,890,890,3113,165,3278,9,113892.1472,880.57,4.20E-06,0.008675739
1101,1233,1233,26,29,55,10,10005.82482,1104.14,2.03E-07,0.001846453
1102,1234,1234,20,22,42,7,33510.28677,1104.14,2.20E-07,0.001938936
1103,1238,1238,8,7,15,3,25087.14187,1104.14,2.64E-07,0.002076766
1104,1165,1165,21,1,22,4,7185.29435,592.119,6.92E-07,0.004866637
1105,1401,1401,0,0,0,0,6176.899405,1698.111,7.02E-07,0.006483875
1106,1402,1402,1,3,4,1,34487.90396,1698.111,7.01E-07,0.003322147
1107,1403,1403,0,0,0,0,37416.56686,1698.111,9.65E-07,0.003942459
1108,1404,1404,1,0,1,0,24091.69952,1698.111,5.42E-07,0.003228591
1109,1405,1405,4,12,16,2,54176.52003,1698.111,2.10E-06,0.005793749
1110,1408,1408,37,99,136,9,46747.43956,1698.111,1.40E-06,0.005374567
1111,1406,1406,205,52,257,4,31355.23685,1698.111,5.11E-06,0.010074819
1112,1167,1167,466,120,586,51,61548.63346,3952.758,1.01E-05,0.01841161
1113,1168,1168,531,420,951,39,22448.99389,3798.182,4.36E-06,0.015922703
1114,1163,1163,121,7,128,8,32619.63716,2777.018,1.22E-05,0.02082524
1115,1258,1258,0,0,0,0,0,1071.149,6.06E-07,0.003350529
1116,1259,1259,10,2,12,4,9761.671679,1071.149,9.79E-07,0.004397066
